block_group,reduced_match_qualify
080870006004,Qualifying
080870006005,Qualifying
080870007001,Qualifying
080870007002,Qualifying
080870007003,Qualifying
080870007004,Not Qualifying
080870007005,Qualifying
080870008001,Not Qualifying
080870008002,Not Qualifying
080899680001,Not Qualifying
080899680002,Qualifying
080899681001,Qualifying
080899681002,Qualifying
080899681003,Qualifying
080899682001,Qualifying
080899682002,Qualifying
080899682003,Qualifying
080899683001,Qualifying
080899683002,Qualifying
080899683003,Qualifying
080899683004,Qualifying
080899684001,Qualifying
080899685001,Not Qualifying
080899685002,Qualifying
080899686001,Qualifying
080899686002,Qualifying
080899686003,Qualifying
080899686004,Qualifying
080899686005,Qualifying
080919676011,Not Qualifying
080919676021,Not Qualifying
080919676022,Not Qualifying
080919676023,Not Qualifying
080919676024,Not Qualifying
080930001011,Not Qualifying
080930001012,Not Qualifying
080930001021,Not Qualifying
080930001022,Not Qualifying
080930002001,Not Qualifying
080930002002,Not Qualifying
080930003001,Not Qualifying
080930003002,Not Qualifying
080930004001,Not Qualifying
080930004002,Not Qualifying
080930005001,Qualifying
080930005002,Not Qualifying
080930005003,Not Qualifying
080959676001,Qualifying
080959676002,Not Qualifying
080959676003,Qualifying
080959676004,Qualifying
080959677001,Not Qualifying
080959677002,Not Qualifying
080970001011,Not Qualifying
080970001012,Not Qualifying
080970001013,Not Qualifying
080970001021,Not Qualifying
080970001022,Not Qualifying
080970001023,Not Qualifying
080970004021,Not Qualifying
080970004022,Not Qualifying
080970004031,Not Qualifying
080970004032,Not Qualifying
080970004041,Not Qualifying
080970004042,Not Qualifying
080970005001,Not Qualifying
080970005002,Qualifying
080990001001,Not Qualifying
080990001002,Not Qualifying
080990002001,Qualifying
080990002002,Qualifying
080990003001,Qualifying
080990003002,Qualifying
080990003003,Qualifying
080990003004,Not Qualifying
080990003005,Qualifying
080990003006,Qualifying
080990006001,Not Qualifying
080990006002,Qualifying
080990007001,Qualifying
080990007002,Qualifying
081010001002,Qualifying
081010001003,Qualifying
081010002001,Qualifying
081010002002,Qualifying
081010003001,Qualifying
081010004001,Qualifying
081010004002,Qualifying
081010004003,Qualifying
081010005001,Qualifying
081010005002,Not Qualifying
081010005003,Qualifying
081010006003,Qualifying
081010008001,Qualifying
081010008003,Qualifying
081010009021,Qualifying
081010009022,Qualifying
081010009024,Qualifying
081010009025,Qualifying
081010009031,Qualifying
081010009041,Qualifying
081010009042,Qualifying
081010009043,Qualifying
081010009051,Qualifying
081010009052,Qualifying
081010010001,Qualifying
081010010002,Qualifying
081010010004,Qualifying
081010011001,Qualifying
081010011002,Qualifying
081010012001,Qualifying
081010012002,Qualifying
081010016001,Not Qualifying
081010016002,Qualifying
081010020001,Qualifying
081010022002,Qualifying
081010023001,Qualifying
081010023002,Qualifying
081010023003,Qualifying
081010023004,Qualifying
081010024001,Qualifying
081010024002,Qualifying
081010026001,Qualifying
081010026003,Qualifying
081010028012,Qualifying
081010028013,Qualifying
081010028021,Not Qualifying
081010028022,Qualifying
081010028023,Qualifying
081010028041,Qualifying
081010028042,Not Qualifying
081010028043,Not Qualifying
081010028044,Not Qualifying
081010028061,Not Qualifying
081010028062,Qualifying
081010028063,Qualifying
081010028071,Qualifying
081010028072,Qualifying
081010028073,Qualifying
081010028081,Qualifying
081010028082,Qualifying
081010029011,Qualifying
081010029012,Qualifying
081010029013,Qualifying
081010029061,Not Qualifying
081010029062,Not Qualifying
081010029063,Not Qualifying
081010029064,Not Qualifying
081010029111,Not Qualifying
081010029112,Not Qualifying
081010029121,Qualifying
081010029122,Qualifying
081010029131,Not Qualifying
081010029132,Not Qualifying
081010029141,Qualifying
081010029142,Qualifying
081010029143,Qualifying
081010029151,Not Qualifying
081010029152,Not Qualifying
081010029161,Not Qualifying
081010029162,Qualifying
081010029171,Not Qualifying
081010029172,Not Qualifying
081010029191,Qualifying
081010029192,Qualifying
081010029193,Qualifying
081010029201,Qualifying
081010029202,Qualifying
081010029211,Not Qualifying
081010029212,Qualifying
081010029213,Not Qualifying
081010029221,Qualifying
081010029222,Not Qualifying
081010029223,Not Qualifying
081010029231,Not Qualifying
081010029232,Not Qualifying
081010029233,Not Qualifying
081010030011,Qualifying
081010030041,Not Qualifying
081010030042,Not Qualifying
081010031031,Qualifying
081010031032,Qualifying
081010031041,Not Qualifying
081010031042,Not Qualifying
081010031043,Not Qualifying
081010031051,Not Qualifying
081010031052,Qualifying
081010031053,Not Qualifying
081010031061,Qualifying
081010032001,Not Qualifying
081010032002,Not Qualifying
081010032003,Qualifying
081010035001,Qualifying
081010035002,Qualifying
081010036001,Qualifying
081010036002,Qualifying
081039511001,Not Qualifying
081039511002,Qualifying
081039511003,Qualifying
081039511004,Not Qualifying
081039512001,Not Qualifying
081039512002,Not Qualifying
081039512003,Qualifying
081059767001,Qualifying
081059767002,Qualifying
081059767003,Qualifying
081059767004,Qualifying
081059768001,Qualifying
081059768002,Qualifying
081059770011,Not Qualifying
081059770012,Not Qualifying
081059770021,Qualifying
081059770022,Qualifying
081070001001,Not Qualifying
081070001002,Not Qualifying
081070002001,Qualifying
081070002002,Not Qualifying
081070003001,Not Qualifying
081070003002,Not Qualifying
081070004001,Not Qualifying
081070004002,Not Qualifying
081070004003,Qualifying
081070005001,Not Qualifying
081070005002,Not Qualifying
081070005003,Not Qualifying
081070005004,Not Qualifying
081070006001,Not Qualifying
081070006002,Not Qualifying
081070006003,Not Qualifying
081070007011,Not Qualifying
081070007012,Not Qualifying
081070007021,Not Qualifying
081070007022,Not Qualifying
081070007031,Not Qualifying
081070007032,Not Qualifying
081070008001,Not Qualifying
081070008002,Not Qualifying
081099776001,Qualifying
081099776002,Qualifying
081099776003,Qualifying
081099777001,Qualifying
081099777002,Qualifying
081099777003,Qualifying
081119726001,Qualifying
081139681011,Not Qualifying
081139681012,Qualifying
081139681021,Qualifying
081139681022,Not Qualifying
081139681031,Not Qualifying
081139681032,Not Qualifying
081139682001,Not Qualifying
081159683001,Qualifying
081159683002,Not Qualifying
081170001011,Not Qualifying
081170001012,Not Qualifying
081170001021,Not Qualifying
081170001022,Not Qualifying
081170001023,Not Qualifying
081170001024,Not Qualifying
081170001031,Not Qualifying
081170001032,Not Qualifying
081170002011,Not Qualifying
081170002012,Qualifying
081170002021,Qualifying
081170002022,Qualifying
081170002031,Qualifying
081170002032,Not Qualifying
081170002033,Not Qualifying
081170003011,Not Qualifying
081170003012,Qualifying
081170003013,Not Qualifying
081170003021,Not Qualifying
081170003022,Not Qualifying
081170004031,Not Qualifying
081170004032,Not Qualifying
081170004041,Not Qualifying
081170004042,Not Qualifying
081170004051,Not Qualifying
081170004052,Not Qualifying
081170004053,Not Qualifying
081170004054,Not Qualifying
081170004061,Not Qualifying
081170004062,Not Qualifying
081170004063,Qualifying
081190101041,Qualifying
081190101042,Not Qualifying
081190101071,Not Qualifying
081190101072,Not Qualifying
081190101081,Not Qualifying
081190101082,Not Qualifying
081190101091,Not Qualifying
081190101092,Not Qualifying
081190101101,Not Qualifying
081190101102,Qualifying
081190101111,Not Qualifying
081190101112,Not Qualifying
081190101121,Not Qualifying
081190101122,Not Qualifying
081190101123,Not Qualifying
081190102031,Not Qualifying
081190102032,Qualifying
081190102033,Not Qualifying
081190102034,Qualifying
081219241001,Not Qualifying
081219241002,Not Qualifying
081219242001,Not Qualifying
081219242002,Qualifying
081219242003,Not Qualifying
081230001001,Qualifying
081230005011,Qualifying
081230006001,Qualifying
081230007011,Qualifying
081230007012,Qualifying
081230007031,Qualifying
081230007032,Qualifying
081230007033,Qualifying
081230007034,Qualifying
081230007041,Qualifying
081230007051,Qualifying
081230007052,Qualifying
081230008002,Qualifying
081230008003,Qualifying
081230010041,Qualifying
081230010042,Qualifying
081230010043,Qualifying
081230010051,Qualifying
081230010052,Qualifying
081230010054,Qualifying
081230010055,Qualifying
081230010056,Qualifying
081230010061,Qualifying
081230010062,Qualifying
081230013001,Qualifying
081230013004,Qualifying
081230014041,Qualifying
081230014042,Not Qualifying
081230014051,Not Qualifying
081230014052,Qualifying
081230014061,Not Qualifying
081230014062,Not Qualifying
081230014063,Not Qualifying
081230014064,Not Qualifying
081230014071,Not Qualifying
081230014072,Not Qualifying
081230014081,Not Qualifying
081230014091,Not Qualifying
081230014092,Qualifying
081230014101,Not Qualifying
081230014102,Not Qualifying
081230014111,Not Qualifying
081230014121,Not Qualifying
081230014122,Not Qualifying
081230014141,Not Qualifying
081230014151,Not Qualifying
081230014152,Not Qualifying
081230014161,Not Qualifying
081230014162,Not Qualifying
081230014171,Not Qualifying
081230014172,Qualifying
081230015001,Qualifying
081230015002,Not Qualifying
081230015003,Qualifying
081230015004,Not Qualifying
081230015005,Not Qualifying
081230016001,Not Qualifying
081230016002,Not Qualifying
081230016003,Not Qualifying
081230017001,Qualifying
081230017002,Not Qualifying
081230017003,Not Qualifying
081230017004,Qualifying
081230018001,Not Qualifying
081230018002,Qualifying
081230019051,Qualifying
081230019052,Qualifying
081230019053,Qualifying
081230019061,Qualifying
081230019091,Not Qualifying
081230019101,Not Qualifying
081230019102,Qualifying
081230019111,Qualifying
081230019121,Qualifying
081230019122,Qualifying
081230019131,Qualifying
081230019132,Not Qualifying
081230019141,Not Qualifying
081230020041,Not Qualifying
081230020042,Qualifying
081230020051,Not Qualifying
081230020061,Not Qualifying
081230020071,Qualifying
081230020072,Not Qualifying
081230020073,Not Qualifying
081230020082,Not Qualifying
081230020083,Qualifying
081230020084,Not Qualifying
081230020091,Not Qualifying
081230020101,Qualifying
081230020111,Not Qualifying
081230020121,Not Qualifying
081230020131,Not Qualifying
081230020133,Not Qualifying
081230020141,Not Qualifying
081230020151,Not Qualifying
081230020161,Not Qualifying
081230020162,Not Qualifying
081230020171,Not Qualifying
081230020181,Not Qualifying
081230020191,Not Qualifying
081230020192,Not Qualifying
081230020193,Not Qualifying
081230020201,Qualifying
081230020202,Not Qualifying
081230020203,Not Qualifying
081230020211,Not Qualifying
081230021011,Qualifying
081230021012,Not Qualifying
081230021013,Not Qualifying
081230021014,Not Qualifying
081230021015,Not Qualifying
081230021016,Not Qualifying
081230021017,Not Qualifying
081230021041,Not Qualifying
081230021051,Not Qualifying
081230021061,Qualifying
081230021062,Not Qualifying
081230021063,Not Qualifying
081230021064,Not Qualifying
081230021065,Not Qualifying
081230021071,Not Qualifying
081230021072,Not Qualifying
081230021073,Not Qualifying
081230021081,Not Qualifying
081230021082,Qualifying
081230021083,Not Qualifying
081230022031,Not Qualifying
081230022041,Not Qualifying
081230022042,Not Qualifying
081230022051,Not Qualifying
081230022052,Not Qualifying
081230022053,Not Qualifying
081230022061,Not Qualifying
081230022062,Not Qualifying
081230022071,Not Qualifying
081230022072,Not Qualifying
081230022081,Not Qualifying
081230022082,Not Qualifying
081230022083,Not Qualifying
081230022091,Not Qualifying
081230022101,Not Qualifying
081230023001,Not Qualifying
081230023002,Qualifying
081230023003,Not Qualifying
081230023004,Qualifying
081230023005,Not Qualifying
081230025011,Not Qualifying
081230025012,Not Qualifying
081230025013,Qualifying
081230025014,Qualifying
081230025015,Not Qualifying
081230025021,Not Qualifying
081230025022,Qualifying
081230025023,Qualifying
081230025024,Not Qualifying
081230025025,Qualifying
081259631001,Not Qualifying
081259631002,Not Qualifying
081259631003,Not Qualifying
081259631004,Qualifying
081259632001,Not Qualifying
081259632002,Not Qualifying
081259632003,Qualifying
081259632004,Qualifying
081259632005,Qualifying
