block_group,poverty_percent_below_1_rank,civ_labor_force_unemployed_percent_2_rank,no_hs_degree_percent_4_rank,over_65_percent_5_rank,under_18_percent_6_rank,disabled_adult_percent_7_rank,single_householder_percent_8_rank,percent_minority_9_rank,eng_proficiency_rank,over_10_rank,mobile_units_rank,over_1_person_room_percent_13_rank,no_vehicle_percent_14_rank,group_quarters_percent_15_rank,Gini_income_rank,Gini_education_rank,directional_median_hh_income_3_rank,wfsvi,percent_qualify,COES_DIC,reduced_match_qualify
080130134023,0.46,0.25,0.24,0.96,0.23,0.7,0.5,0.22,0,0.71,0,0,0.52,0,0.22,0.6,0.48,0.12,0.003,FALSE,Not Qualifying
080130135052,0.47,0.64,0.86,0.21,0.91,0.48,0.79,0.87,0.82,0.8,0,0.96,0.77,0,0.38,0.5,0.84,0.88,0.724,TRUE,Qualifying
080130135053,0.47,0.42,0.78,0.81,0.13,0.77,0.87,0.79,0.77,0.86,0,0,0.95,0,0.13,0.22,0.75,0.67,0.244,TRUE,Qualifying
080130135061,0.11,0.25,0.29,0.85,0.49,0.63,0,0.41,0.84,0.63,0,0,0,0,0.26,0.37,0.25,0.03,0,FALSE,Not Qualifying
080130135081,0.35,0.39,0.64,0.37,0.76,0.51,0.73,0.3,0,0,0,0,0.5,0,0.45,0.18,0.37,0.12,0.006,FALSE,Not Qualifying
080130135082,0.57,0.69,0.34,0.74,0.43,0.14,0.34,0.3,0.64,0.75,0,0.71,0.74,0,0.49,0.45,0.28,0.39,0.001,FALSE,Not Qualifying
080130135083,0,0.36,0,0.67,0.61,0.2,0.51,0.1,0,0,0,0,0,0,0.78,0.9,0.19,0.05,0.006,FALSE,Not Qualifying
080130135084,0.65,0.35,0.91,0.89,0.17,0.27,0.43,0.77,0,0,0,0,0.6,0,0.54,0.24,0.57,0.63,0.433,FALSE,Not Qualifying
080130136011,0.42,0.31,0.6,0.62,0.39,0.27,0.23,0.12,0,0.62,0,0.61,0.6,0,0.52,0.26,0.16,0.03,0,FALSE,Not Qualifying
080130136012,0.32,0.67,0.38,0.6,0.73,0.43,0.49,0.19,0,0.59,0.73,0.7,0,0,0.48,0.72,0.27,0.34,0.011,FALSE,Not Qualifying
080130136013,0.72,0,0.41,0.83,0.33,0.8,0.87,0.1,0,0.66,0.73,0,0,0,0.08,0.69,0.7,0.35,0.149,FALSE,Not Qualifying
080130136021,0.44,0.72,0.27,0.82,0.38,0.53,0.32,0.12,0,0,0,0.8,0.53,0,0.12,0.41,0.31,0.04,0.003,FALSE,Not Qualifying
080130136022,0.18,0.24,0,0.6,0.14,0.47,0,0.11,0,0,0.9,0,0,0.89,0.89,0.96,0.09,0.16,0.003,FALSE,Not Qualifying
080130137031,0.68,0.24,0.19,0.52,0.1,0.18,0.49,0.68,0,0.56,0.81,0.66,0.47,0,0.56,0.97,0.19,0.65,0.119,FALSE,Not Qualifying
080130137032,0.67,0.5,0,0.97,0.1,0.03,0.26,0.03,0,0,0.66,0.6,0,0.86,0.48,0.97,0.73,0.51,0.32,FALSE,Not Qualifying
080130137041,0.81,0.41,0,0.9,0.13,0.22,0.81,0.25,0,0.67,0.77,0,0.81,0,0.52,0.7,0.39,0.55,0.23,FALSE,Not Qualifying
080130137042,0.59,0.68,0,0.92,0.02,0.66,0,0.11,0,0.67,0,0,0,0,0.9,0.85,0.24,0.37,0.23,FALSE,Not Qualifying
080130137043,0.64,0,0,0.92,0.44,0.21,0,0.02,0,0,0,0,0,0,0.87,0.9,0.06,0.11,0.066,FALSE,Not Qualifying
080130137044,0.7,0.97,0.34,0.42,0.28,0.36,0.37,0.56,0.63,0.64,0,0,0,0.95,0.66,0.55,0.23,0.65,0.206,FALSE,Not Qualifying
080130137051,0,0.38,0,0.25,0.33,0.07,0.64,0.28,0,0,0,0,0.81,0,0.53,0.83,0.29,0.05,0.007,FALSE,Not Qualifying
080130137052,0.64,0.46,0,0.44,0.29,0.45,0.54,0.13,0,0.63,0.73,0,0.79,0,0.1,0.76,0.61,0.32,0.056,FALSE,Not Qualifying
080130137053,0.99,0,0.45,0.05,0.03,0,0.6,0.33,0,0,0,0,0,0,0.98,0.96,0.62,0.74,0,FALSE,Not Qualifying
080130137061,0.26,0.26,0,0.82,0.25,0.57,0,0.02,0.81,0,0,0,0,0,0.6,0.92,0.34,0.15,0.006,FALSE,Not Qualifying
080130137062,0.44,0.93,0.65,0.67,0.6,0.26,0.61,0.05,0,0,0,0,0,0,0.48,0.67,0.36,0.35,0.099,FALSE,Not Qualifying
080130137063,0.59,0.64,0,0.77,0.16,0.04,0.51,0.09,0,0,0,0,0,0,0.94,0.79,0.14,0.28,0.094,FALSE,Not Qualifying
080130137064,0.48,0.85,0,0.77,0.06,0.45,0,0.13,0,0,0.7,0,0,0.84,0.82,0.66,0.21,0.33,0.043,FALSE,Not Qualifying
080130606011,0.36,0,0,0.28,0.76,0.26,0,0.91,0.82,0.82,0,0.89,0,0,0.54,0.93,0.25,0.45,0.108,FALSE,Not Qualifying
080130606012,0.49,0.52,0,0.23,0.85,0.38,0.44,0.43,0.83,0.71,0,0,0,0,0.53,0.76,0.22,0.39,0.025,FALSE,Not Qualifying
080130606021,0.76,0.26,0.63,0.73,0.3,0.47,0.94,0.72,0.71,0.62,0.67,0.8,0.47,0,0.87,0.1,0.07,0.7,0.15,FALSE,Not Qualifying
080130607001,0.32,0.68,0,0.64,0.52,0.11,0,0.29,0.95,0.74,0,0,0.88,0,0.68,0.79,0.02,0.32,0.014,FALSE,Not Qualifying
080130607002,0.42,0.47,0.47,0.88,0.29,0.26,0.6,0.24,0,0,0.74,0,0.81,0,0.43,0.54,0.3,0.35,0.015,FALSE,Not Qualifying
080130607003,0.41,0.71,0.49,0.37,0.35,0.6,0.4,0.35,0.73,0.82,0,0,0.49,0,0.43,0.86,0.29,0.55,0.01,FALSE,Not Qualifying
080130608011,1,0,0.97,0.99,0,1,0,0,0,0,0,0,0,0,0.99,0.99,0.46,0.77,0,FALSE,Qualifying
080130608012,0,0.41,0.67,0.18,0.2,0.15,0.54,0.74,0.84,0,0.86,0,0,0,0.67,0.55,0.29,0.54,0.037,FALSE,Not Qualifying
080130608013,0.48,0.5,0.45,0.26,0.7,0.29,0.86,0.6,0.73,0.96,0,0,0.72,0.85,0.23,0.89,0.51,0.69,0.161,FALSE,Not Qualifying
080130608021,0.76,0.75,0.8,0.46,0.8,0.25,1,0.91,0.9,0,0.97,0.92,0.98,0,0.8,0.57,0.83,0.99,0.973,TRUE,Qualifying
080130608022,0.66,0,0,0.31,0.22,0.65,0.65,0.44,0,0.74,0,0,0,0,0.78,0.73,0.57,0.44,0.26,TRUE,Qualifying
080130608024,0,0,0.64,0.12,0.68,0.05,0.94,0.71,0,0,0.87,0,0,0,0.6,0.88,0.24,0.42,0.031,FALSE,Not Qualifying
080130609001,0.2,0.57,0.62,0.41,0.45,0.27,0.62,0.47,0.59,0.59,0,0.72,0.79,0.79,0.29,0.62,0.39,0.38,0.005,FALSE,Not Qualifying
080130609002,0.44,0.23,0.23,0.53,0.54,0.17,0.24,0.31,0,0,0,0.64,0,0,0.62,0.8,0.2,0.15,0,FALSE,Not Qualifying
080130609003,0.78,0.86,0.81,0.19,0.93,0.56,0.98,0.77,0.9,0.66,0,0.99,0.82,0,0.12,0.33,0.64,0.84,0.621,FALSE,Qualifying
080130613001,0.18,0.34,0.26,0.12,0.9,0.07,0.59,0.46,0,0,0,0,0,0,0.95,0.84,0.03,0.24,0,FALSE,Not Qualifying
080130613002,0.17,0.71,0.31,0.14,0.9,0.09,0.68,0.39,0.75,0,0,0.6,0,0,0.91,0.82,0.03,0.46,0,FALSE,Not Qualifying
080130614001,0.37,0.43,0.41,0.12,0.91,0.16,0.83,0.7,0.73,0,0,0,0,0,0.85,0.83,0.05,0.63,0.004,FALSE,Not Qualifying
080130614002,0.13,0.32,0.25,0.49,0.71,0.28,0.63,0.59,0.54,0,0,0,0,0,0.53,0.93,0.13,0.31,0,FALSE,Not Qualifying
080140300002,0.4,0.57,0.45,0.59,0.49,0.65,0.43,0.47,0.84,0.74,0,0,0.48,0,0.24,0.62,0.48,0.5,0.015,FALSE,Not Qualifying
080140301002,0.22,0.84,0.51,0.54,0.41,0.79,0,0.46,0.56,0,0.75,0,0.55,0,0.41,0.5,0.38,0.53,0.007,FALSE,Not Qualifying
080140302001,0.5,0.59,0.41,0.15,0.42,0.41,0.7,0.71,0.79,0.9,0.8,0.7,0.76,0,0.49,0.63,0.44,0.79,0.198,FALSE,Qualifying
080140303001,0.67,0.22,0.76,0.58,0.12,0.67,0.88,0.67,0.86,0.92,0,0.7,0.88,0.94,0.1,0.2,0.7,0.59,0.065,FALSE,Not Qualifying
080140303002,0.31,0.28,0.24,0.74,0.52,0.68,0.57,0.38,0,0.92,0,0.69,0.95,0,0.05,0.65,0.54,0.15,0.001,FALSE,Not Qualifying
080140304001,0.6,0.39,0.77,0.52,0.47,0.43,0.73,0.28,0,0,0,0,0.6,0,0.87,0.63,0.36,0.63,0.269,FALSE,Not Qualifying
080140304002,0,0.69,0.45,0.31,0.74,0.26,0.41,0.51,0.7,0,0,0,0.53,0,0.75,0.26,0.09,0.18,0,FALSE,Not Qualifying
080140304003,0.13,0.44,0,0.68,0.64,0.05,0.42,0.15,0,0,0,0,0,0,0.93,0.88,0.25,0.16,0.002,FALSE,Not Qualifying
080140305004,0.13,0.67,0,0.5,0.59,0.34,0.66,0.38,0,0,0,0,0.67,0,0.9,0.64,0.05,0.2,0,FALSE,Not Qualifying
080140306001,0,0.63,0.87,0.51,0.2,0.21,0.6,0.54,0,0,0,0,0,0,0.72,0.2,0.64,0.31,0.055,FALSE,Not Qualifying
080140307001,0.46,0.27,0.33,0.26,0.85,0.26,0.65,0.72,0,0.78,0,0.63,0.57,0,0.27,0.35,0.15,0.11,0,FALSE,Not Qualifying
080140307002,0.47,0.21,0.32,0.77,0.62,0.69,0.48,0.15,0,0.74,0,0,0.7,0,0.48,0.66,0.35,0.21,0.008,FALSE,Not Qualifying
080140308001,0.14,0.3,0,0.17,0.88,0.49,0.35,0.19,0,0,0,0,0,0,0.61,0.77,0.21,0.03,0.002,FALSE,Not Qualifying
080140308002,0.91,0.32,0.84,0.6,0.73,0.89,0.72,0.81,0.89,0,1,0,0.84,0,0.45,0.2,0.52,0.91,0.719,TRUE,Qualifying
080140308004,0.6,0.5,0.69,0.09,0.5,0.29,0.52,0.6,0.59,0,0,0,0,0,0.57,0.3,0.22,0.41,0.019,FALSE,Not Qualifying
080140309001,0.2,0,0,0.61,0.54,0.07,0.44,0.34,0,0,0,0,0.77,0,0.95,0.95,0.02,0.15,0,FALSE,Not Qualifying
080140309002,0.29,0.76,0,0.45,0.7,0.56,0,0.3,0.74,0,0,0,0,0,0.92,0.91,0.07,0.45,0.032,FALSE,Not Qualifying
080140309003,0,0.69,0.5,0.39,0.21,0.2,0.71,0.29,0,0,0,0,0.53,0,0.64,0.92,0.44,0.37,0.011,FALSE,Not Qualifying
080140309004,0.29,0.33,0.33,0.97,0.28,0.75,0.33,0.18,0,0,0,0,0.76,0,0.63,0.49,0.27,0.12,0,FALSE,Not Qualifying
080140310001,0.2,0.43,0,0.35,0.87,0.35,0.85,0.61,0,0,0,0.74,0.54,0,0.58,0.86,0.16,0.3,0.007,FALSE,Not Qualifying
080140310002,0.5,0.43,0,0.84,0.38,0.27,0.44,0.65,0.62,0.58,0,0.74,0,0,0.51,0.78,0.26,0.46,0.005,FALSE,Not Qualifying
080140310003,0.28,0.47,0.2,0.25,0.87,0.07,0.43,0.51,0,0,0,0.64,0.49,0,0.8,0.9,0.13,0.38,0.001,FALSE,Not Qualifying
080140311011,0.61,0.96,0.32,0.04,0.07,0.12,0.72,0.51,0,0.96,0,0.7,0.78,0,0.29,0.53,0.6,0.49,0.135,FALSE,Not Qualifying
080140311012,0.49,0.61,0,0.03,0.08,0.15,0.82,0.43,0,0.97,0,0,0,0,0.73,0.79,0.6,0.47,0.079,TRUE,Qualifying
080140311021,0.86,0.65,0.21,0.73,0.05,0.84,0.92,0.11,0.63,0.99,0,0,0.91,0.92,0.24,0.66,0.54,0.58,0.165,FALSE,Not Qualifying
080140311022,0.29,0,0,0.13,0.11,0.05,0.83,0.79,0,0.96,0,0,0,0,0.71,0.91,0.74,0.49,0.395,FALSE,Not Qualifying
080140311031,0.36,0,0.32,0.88,0.03,0.29,0.28,0.2,0,0.89,0,0.86,0.74,0.95,0.53,0.59,0.29,0.06,0,FALSE,Not Qualifying
080140311041,0.55,0.23,0,0.04,0.04,0.34,0,0.24,0.69,1,0,0.75,0.62,0,0.57,0.91,0.47,0.34,0.001,FALSE,Not Qualifying
080140312011,0.83,0.29,0,0.45,0.22,0.25,0.99,0.21,0.62,0.98,0,0,0,0,0.38,0.97,0.67,0.58,0.312,FALSE,Not Qualifying
080140312012,0.69,0.34,0,0.06,0.07,0.36,0.64,0.55,0,0.99,0,0.63,0.6,0,0.19,0.89,0.52,0.36,0.011,FALSE,Not Qualifying
080140312021,0.14,0.33,0.64,0.52,0.16,0.29,0.35,0.52,0.9,0,0,0,0,0,0.47,0.78,0.3,0.37,0.011,FALSE,Not Qualifying
080140312022,0.41,0.35,0.54,0.45,0.52,0.37,0.79,0.65,0,0.87,0,0.72,0.7,0,0.25,0.3,0.4,0.22,0.004,FALSE,Not Qualifying
080140313001,0.1,0.42,0.23,0.56,0.77,0.29,0.5,0.47,0.56,0,0,0,0,0,0.84,0.71,0.02,0.26,0,FALSE,Not Qualifying
080140313002,0,0.45,0.27,0.24,0.86,0.07,0.32,0.27,0,0,0,0,0,0,0.97,0.61,0.02,0.06,0,FALSE,Not Qualifying
080140314011,0.23,0.71,0.68,1,0,0.77,0,0.07,0,0.6,0,0,0,0,0.05,0.12,0.69,0.02,0.001,FALSE,Not Qualifying
080140314012,0.39,0.83,0.54,1,0.02,0.45,0,0.08,0,0.59,0,0.69,0,0,0.57,0.42,0.17,0.09,0,FALSE,Not Qualifying
080140314021,0.1,0,0.33,0.09,0.86,0.14,0.37,0.58,0.76,0.84,0,0,0,0,0.95,0.96,0.07,0.39,0,FALSE,Not Qualifying
080140314031,0,0.33,0,0.04,0.95,0.22,0,0.69,0,0,0,0,0.79,0,0.99,0.97,0.01,0.29,0,FALSE,Not Qualifying
080140314032,0.13,0,0,0.04,1,0.07,0.63,0.57,0,0,0,0,0.5,0,0.99,0.98,0.01,0.23,0,FALSE,Not Qualifying
080140314033,0.42,0.75,0.31,0.04,0.99,0.08,0.38,0.43,0.7,0,0,0.65,0,0,0.9,0.94,0.04,0.61,0.004,FALSE,Not Qualifying
080150001001,0.78,0.56,0.72,0.46,0.73,0.83,0.98,0.28,0,0.64,0.95,0.75,0.65,0.84,0.04,0.2,0.89,0.66,0.441,TRUE,Qualifying
080150001002,0.48,0,0.72,0.34,0.91,0.14,0.93,0.44,0,0,0.78,0.91,0.82,0,0.06,0.45,0.81,0.46,0.17,FALSE,Not Qualifying
080150001003,0.9,0,0.42,0.78,0.31,0.86,0.65,0.77,0,0,0.85,0,0.91,0,0.01,0.77,0.96,0.84,0.785,FALSE,Qualifying
080150002001,0.91,0.64,0.21,0.62,0.64,0.05,0.97,0.53,0,0.56,0,1,0.56,0.94,0.52,0.54,0.69,0.73,0.483,FALSE,Not Qualifying
080150002002,0.57,0.66,0.83,0.91,0.12,0.83,0.53,0.28,0.81,0.56,0.82,0,0.64,0.92,0.14,0.23,0.48,0.57,0.177,FALSE,Not Qualifying
080150002003,0.81,0,0.8,0.59,0.36,0.3,0.41,0.09,0,0.66,0.85,0,0.65,0.84,0.11,0.27,0.71,0.3,0.086,FALSE,Not Qualifying
080150003001,0.3,0.3,0.25,0.97,0.2,0.9,0.44,0.12,0,0,0,0,0.56,0,0.34,0.29,0.78,0.1,0.027,FALSE,Not Qualifying
080150003002,0.51,0,0.25,1,0.05,0.79,0,0.19,0,0,0.91,0,0,0,0.36,0.28,0.47,0.08,0.048,FALSE,Not Qualifying
080150003003,0.77,0.21,0.44,0.72,0.17,0.15,0.57,0.52,0,0.6,0.71,0.61,0.66,0,0.11,0.24,0.5,0.3,0.013,FALSE,Not Qualifying
080150004021,0.59,0.21,0.64,0.16,0.33,0.79,0.92,0.53,0.75,0.58,0.85,0.88,0.97,0.99,0.6,0.64,0.83,0.89,0.554,FALSE,Qualifying
080150004022,0.61,0.53,0.34,0.96,0.43,0.71,0,0,0,0,0.93,0,0,0.8,0.15,0.27,0.71,0.19,0.116,FALSE,Not Qualifying
080150004031,0.66,1,0.23,0.99,0.05,0.31,0,0.08,0,0,0.74,0,0.73,0.89,0.85,0.53,0.76,0.74,0.627,TRUE,Qualifying
080150004032,0.48,0.62,0.61,0.87,0.2,0.03,0,0.01,0.62,0.72,0,0,0.97,0,0.76,0.86,0.42,0.61,0.165,FALSE,Not Qualifying
080150004041,0.55,1,0,0.75,0,0.64,0,0.01,0,0.67,0,0,0.96,0,0.83,0.92,0.82,0.71,0.653,FALSE,Not Qualifying
080150004042,0.64,0,0.77,0.7,0.08,0.34,0.91,0.06,0.77,0,0.91,0,0,0,0.28,0.38,0.84,0.52,0.181,FALSE,Not Qualifying
080179606001,0.69,0.53,0.65,0.33,0.87,0.49,0.27,0.27,0.7,0,0.79,0,0,0.85,0.2,0.55,0.61,0.65,0.124,FALSE,Not Qualifying
080179606002,0.71,0.41,0.67,0.8,0.72,0.69,0.46,0.48,0.57,0.56,0.85,0.62,0.69,0.9,0.02,0.28,0.73,0.67,0.112,FALSE,Not Qualifying
080190147011,0,0,0.19,0.73,0.32,0.39,0.74,0.05,0,0,0,0,0,0,0.49,0.77,0.26,0.01,0,FALSE,Not Qualifying
080190147012,0.48,0,0,0.7,0.36,0.2,0,0.09,0,0,0,0,0,0.85,0.63,0.98,0.2,0.06,0.01,FALSE,Not Qualifying
080190147021,0.2,0.77,0.24,0,1,0.67,0.49,0.97,0,0,0,0,0,0.99,0.28,0.14,0.65,0.31,0,FALSE,Not Qualifying
080190147022,0.15,0.9,0,0.88,0.1,0.86,0,0.03,0,0,0.76,0,0,0,0.77,0.21,0.77,0.23,0.1,FALSE,Not Qualifying
080190147023,0.24,0.48,0.33,0.63,0.27,0.36,0.64,0.37,0.75,0.68,0,0,0,0,0.64,0.44,0.18,0.19,0.011,FALSE,Not Qualifying
080190148001,0.61,0.6,0.46,0.63,0.11,0.67,0,0.44,0,0.78,0.76,0.87,0.9,0.79,0.07,0.64,0.7,0.58,0.049,FALSE,Not Qualifying
080190149001,0.72,0.84,0.64,0.62,0.1,0.57,0.46,0.31,0.78,0.74,0.69,0,0.83,0.95,0.05,0.48,0.86,0.77,0.215,FALSE,Qualifying
080190149002,0.66,0.24,0.67,0.75,0.11,0.84,0.9,0.5,0.6,0,0.93,0,0.53,0,0.01,0.61,0.86,0.77,0.222,FALSE,Qualifying
080190149003,0,0,0,0.94,0.22,1,0,0.5,0,0,0.92,0,0,0,0.99,0.99,0.84,0.68,0,FALSE,Not Qualifying
080190149004,0,0,0,0.73,0.28,0.08,0.45,0.06,0,0.59,0.66,0.93,0.69,0,0.39,0.94,0.49,0.05,0.072,FALSE,Not Qualifying
080219748001,0.86,0.42,0.86,0.61,0.72,0.94,0.72,0.88,0.67,0,0.94,0.82,0.83,0,0.01,0.04,0.93,0.87,0.815,TRUE,Qualifying
080219748002,0.92,0.93,0.88,0.63,0.27,0.96,0.82,0.98,0.55,0,0.91,0.76,0.91,0.89,0.02,0.19,0.98,0.96,1,TRUE,Qualifying
080219749001,0.37,0.76,0.64,0.56,0.97,0.66,0.46,0.79,0.57,0,0.91,0.94,0.46,0,0.42,0.4,0.88,0.88,0.612,TRUE,Qualifying
080219749002,0.9,0.86,0.73,0.67,0.86,0.86,0.85,0.79,0.84,0.55,0.92,0.82,0.72,0.87,0.03,0.21,0.93,0.94,0.957,TRUE,Qualifying
080219749003,0.39,0.28,0,0.95,0.1,0.98,0,0.72,0,0.63,0.75,0.86,0,0.83,0.33,0.81,0.92,0.65,0.432,TRUE,Qualifying
080219749004,0.76,0.94,0.67,0.6,0.64,0.71,0.53,0.85,0,0.57,0.94,0.87,0.55,0,0.1,0.62,0.98,0.93,0.943,TRUE,Qualifying
080239726001,0.96,0.87,0.78,0.84,0.42,0.84,0.89,0.9,0.66,0,0.85,0.82,0.65,0,0.15,0.16,0.89,0.95,0.992,TRUE,Qualifying
080239726002,0.81,0.84,0.87,0.73,0.43,0.82,0.55,0.84,0.93,0,0.94,0.88,0,0,0.1,0.11,0.91,0.9,0.939,TRUE,Qualifying
080239727001,0.94,0.75,0.95,0.87,0.37,0.97,0.9,0.97,0.77,0.56,0.87,0,0.91,0,0.14,0.15,0.99,0.97,1,TRUE,Qualifying
080239727002,0.73,0.74,0.7,0.9,0.06,0.98,0.24,0.98,0.8,0,0.94,0.91,0.53,0,0.08,0.36,0.96,0.93,0.96,TRUE,Qualifying
080259696011,0.94,0.55,0.84,0.73,0.2,0.89,0.34,0.72,0,0,0.95,0.65,0.72,0,0.09,0.2,0.93,0.83,0.812,TRUE,Qualifying
080259696012,0.9,0.69,0.87,0.25,0.07,0.99,0.36,0.86,0.69,0.64,0.92,0.61,0.78,0.99,0.24,0.58,0.97,0.97,0.989,TRUE,Qualifying
080259696021,0.94,0.2,0.66,0.54,0.05,0.84,0.3,0.93,0.79,0,0.96,0.89,0.69,0.99,0.58,0.81,0.84,0.98,0.891,TRUE,Qualifying
080259696022,0.91,0.84,0.73,0.42,0.69,0.92,0.94,0.72,0.62,0.65,0.86,0.6,0.82,0.88,0.1,0.24,0.97,0.93,0.958,TRUE,Qualifying
080279701011,0,0,0,0.98,0,0.85,0,0.14,0,0,0.79,0,0,0,0.84,0.87,0.63,0.24,0.096,TRUE,Qualifying
080279701012,0.41,0,0.29,0.9,0.93,0.82,0,0.16,0,0,0,0.97,0,0,0.63,0.91,0.83,0.48,0.182,TRUE,Qualifying
080279701013,0.33,0.91,0.46,0.99,0,0.32,0,0.15,0,0,0.74,0,0.62,0,0.72,0.42,0.78,0.6,0.357,FALSE,Not Qualifying
080279701014,0.88,0.56,0.31,0.9,0.19,0.77,0.62,0.09,0,0.68,0.9,0,0.76,0.88,0.01,0.36,0.88,0.53,0.421,FALSE,Not Qualifying
080279701021,0.77,0.89,0,0.99,0,0.99,0,0.39,0,0,0.82,0,0,0.89,0.97,0.95,0.42,0.85,0.372,TRUE,Qualifying
080279701022,0.56,0.79,0.2,0.86,0.06,0.75,0,0.34,0,0,0.66,0.89,0.47,0,0.57,0.57,0.55,0.59,0.122,FALSE,Not Qualifying
080279701023,0.62,0.68,0.56,0.83,0.71,0.89,0.42,0.17,0,0.6,0.93,0,0.65,0,0.02,0.32,0.97,0.6,0.242,TRUE,Qualifying
080299646001,0.51,0.28,0.79,0.91,0.4,0.89,0.66,0.04,0,0,0.76,0,0.86,0,0.75,0.25,0.54,0.54,0.292,FALSE,Not Qualifying
080299646002,0.74,0.76,0.78,0.83,0.55,0.84,0.42,0.39,0,0.64,0.91,0.6,0.73,0.9,0.03,0.23,0.93,0.73,0.512,FALSE,Not Qualifying
080299646003,0.54,0.74,0.39,0.96,0.1,0.86,0.36,0.12,0,0,0.84,0,0,0,0.08,0.87,0.67,0.53,0,FALSE,Not Qualifying
080299646004,0.63,0,0,0.92,0.12,0.8,0.71,0.24,0,0,0.73,0,0,0,0.12,0.43,0.55,0.09,0.031,FALSE,Not Qualifying
080299647001,0.9,0.58,0.78,0.47,0.92,0.57,0.94,0.25,0,0,0.78,0,0,0,0.2,0.68,0.77,0.79,0.595,FALSE,Qualifying
080299647002,0.82,0.49,0.74,0.94,0.22,0.54,0,0.32,0.65,0,0.91,0.7,0.8,0.92,0.08,0.18,0.71,0.62,0.244,FALSE,Not Qualifying
080299647003,0.61,0.63,0.65,0.93,0.32,0.85,0.38,0.31,0,0,0.89,0,0.58,0,0.06,0.38,0.68,0.54,0.083,FALSE,Not Qualifying
080299648001,0.81,0.92,0.9,0.9,0.19,0.96,0,0.65,0.75,0,0.96,0.78,0.56,0,0.21,0.14,0.94,0.9,0.898,TRUE,Qualifying
080299648002,0.87,0,0.81,0.84,0.66,0.86,0,0.33,0.77,0.72,0.94,0,0.69,0.94,0.53,0.41,0.84,0.85,0.533,TRUE,Qualifying
080299648003,0.86,0.69,0.94,0.09,0,0.93,0.26,0.86,0.92,0.61,0.96,0.67,0.56,0.99,0.04,0.98,0.9,0.98,0,TRUE,Qualifying
080299648004,0.9,0.57,0.36,0.93,0.16,0.92,0.52,0.31,0.9,0,0.98,0,0,0,0,0.58,0.89,0.79,0.539,TRUE,Qualifying
080299649001,0.68,0.86,0.73,0.77,0.42,0.91,0.58,0.35,0,0,0.84,0,0,0.89,0.13,0.21,0.82,0.64,0.342,TRUE,Qualifying
080299649002,0.89,0,0.79,0.51,0.86,0.78,0.51,0.77,0,0,0.85,0.72,0.95,0.8,0.04,0.67,0.91,0.86,0.767,TRUE,Qualifying
080299649003,0.85,0.4,0.64,0.91,0.27,0.88,0.27,0.54,0.78,0,0.94,0.81,0.86,0,0.62,0.6,0.49,0.9,0.673,TRUE,Qualifying
080299650011,0.78,0.23,0.59,0.99,0.04,1,0.26,0.09,0,0,0.91,0,0,0,0.55,0.84,0.89,0.78,0.776,FALSE,Qualifying
080299650012,0.41,0.52,0.57,0.74,0.38,0.64,0.56,0.66,0,0.55,0.9,0.82,0,0,0.76,0.28,0.55,0.69,0.414,FALSE,Not Qualifying
080299650013,1,0.28,0.58,0.55,0.97,0.93,0.25,0.14,0,0.65,0.9,0,0.68,0,0.4,0.73,0.95,0.85,0.686,TRUE,Qualifying
080299650021,0.71,0.46,0.75,0.98,0.05,0.48,0,0.09,0,0,0.96,0,0,0.87,0.16,0.37,0.88,0.47,0.288,TRUE,Qualifying
080299650022,0.87,0,0.72,0.78,0.32,0.79,0.5,0.24,0.57,0.56,0.88,0.83,0,0,0.1,0.19,0.85,0.53,0.194,TRUE,Qualifying
080299651001,0.88,0.96,0.92,0.75,0.08,1,0.73,0.73,0.84,0.58,0,0,0.98,0.96,0.52,0.71,0.97,0.99,0.976,TRUE,Qualifying
080299651002,0.68,0.68,0.9,0.8,0.45,0.81,0.48,0.54,0.54,0.69,0,0,0.85,0,0.08,0.09,0.93,0.7,0.337,TRUE,Qualifying
080299651003,0.67,0.28,0.84,0.51,0.79,0.68,0.42,0.51,0.74,0,0.89,0.81,0.66,0.82,0.18,0.09,0.61,0.63,0.098,FALSE,Not Qualifying
080299652011,0.83,0.83,0.54,0.83,0.64,0.71,0.73,0.2,0,0,0.91,0.77,0.47,0.86,0.03,0.36,0.92,0.71,0.281,TRUE,Qualifying
080299652012,0.94,0.95,0.85,0.89,0.37,0.94,0.55,0.13,0,0.69,0.92,0.8,0.89,0,0.04,0.15,0.97,0.76,0.832,TRUE,Qualifying
080299652021,0.72,0.96,0,0.9,0.23,0.5,0.29,0.38,0,0,0.82,0.69,0,0,0.19,0.29,0.66,0.42,0.157,FALSE,Not Qualifying
080299652022,0.97,0,0.94,0.84,0.97,0.66,0.91,0.04,0,0,0.87,0,0,0,0.85,0.87,0.84,0.92,0.943,TRUE,Qualifying
080310001021,0.46,0,0.76,0.42,0.45,0.58,0.83,0.77,0.78,0.75,0,0.86,0.74,0,0.72,0.44,0.14,0.59,0.094,FALSE,Not Qualifying
080310001022,0.68,0.87,0.35,0.24,0.25,0.35,0.54,0.65,0,0,0,0,0.67,0,0.05,0.5,0.46,0.41,0.033,FALSE,Not Qualifying
080310001023,0.58,0.93,0.46,0.35,0.2,0.31,0.27,0.71,0.76,0,0,0,0.82,0,0.7,0.51,0.27,0.74,0.225,FALSE,Not Qualifying
