block_group,poverty_percent_below_1_rank,civ_labor_force_unemployed_percent_2_rank,no_hs_degree_percent_4_rank,over_65_percent_5_rank,under_18_percent_6_rank,disabled_adult_percent_7_rank,single_householder_percent_8_rank,percent_minority_9_rank,eng_proficiency_rank,over_10_rank,mobile_units_rank,over_1_person_room_percent_13_rank,no_vehicle_percent_14_rank,group_quarters_percent_15_rank,Gini_income_rank,Gini_education_rank,directional_median_hh_income_3_rank,wfsvi,percent_qualify,COES_DIC,reduced_match_qualify
080310002011,0.79,0.35,0.94,0.83,0.03,0.91,0.43,0.81,0.89,0.86,0,0.73,0.96,0.94,0.04,0.08,0.85,0.74,0.504,TRUE,Qualifying
080310002023,0.2,0.83,0.62,0.24,0.27,0.11,0.89,0.74,0,0,0.7,0.67,0.54,0,0.68,0.51,0.47,0.69,0.204,TRUE,Qualifying
080310002024,0.46,0,0.9,0.22,0.51,0.23,0,0.86,0.87,0,0,0,0.76,0,0.67,0.12,0.09,0.38,0.066,TRUE,Qualifying
080310014011,0.99,0.58,0.97,0.25,0.73,0.53,0.93,0.97,0.95,0.95,0,0,0.61,0.83,0.1,0.12,0.97,0.9,0.985,TRUE,Qualifying
080310014021,0.97,0.93,0.92,0.08,0.43,0.25,0.88,0.97,0.96,0,0,0.9,0,0,0.62,0.4,0.71,0.96,0.958,TRUE,Qualifying
080310014022,0.82,0.34,1,0.17,0.56,0.19,0.81,0.99,0.91,0.63,0,0,0,0,0.83,0.03,0.55,0.85,0.78,TRUE,Qualifying
080310014033,0.75,0.55,0.48,0.13,0,0.43,0,0.43,0,0.99,0.73,0.67,0.95,0,0.26,0.97,0.63,0.72,0.481,TRUE,Qualifying
080310023003,0.84,0.24,0.32,0.03,0.65,0.07,0.93,0.67,0,0.7,0,0,0.89,0,0.7,0.84,0.14,0.65,0.114,FALSE,Not Qualifying
080310029021,0.46,0.64,0.22,0.48,0.31,0.41,0.31,0.27,0,0,0,0,0,0,0.44,0.97,0.15,0.22,0,FALSE,Not Qualifying
080310029022,0.34,0.5,0.29,0.16,0.3,0.11,0.44,0.25,0.65,0,0,0,0.56,0,0.92,0.99,0.08,0.47,0.017,FALSE,Not Qualifying
080310031011,0.68,0.41,0.31,0.34,0.63,0.23,0.74,0.76,0,0.8,0,0,0.92,0.8,0.09,0.6,0.34,0.4,0.01,TRUE,Qualifying
080310031021,0.82,0.58,0.8,0.17,0,0.5,0,0.74,0.83,0.99,0,0.78,0.98,0.96,0.29,0.32,0.68,0.75,0.644,TRUE,Qualifying
080310031023,0.88,0,0.53,0.27,0.45,0.57,0.74,0.28,0,0.87,0,0,0.92,0.96,0.35,0.22,0.61,0.29,0.124,TRUE,Qualifying
080310031024,0.59,0,0.34,0.16,0.28,0.26,0.75,0.78,0,0.92,0,0.74,0.93,0.92,0.66,0.61,0.21,0.42,0.218,TRUE,Qualifying
080310034021,0.35,0.73,0.51,0.62,0.73,0.38,0.37,0.37,0,0,0,0,0,0,0.92,0.86,0.01,0.5,0.028,FALSE,Not Qualifying
080310034023,0.23,0.33,0.24,0.43,0.29,0.11,0.47,0.24,0,0,0,0,0.56,0.82,0.88,0.87,0.02,0.15,0,FALSE,Not Qualifying
080310035011,0.99,0.91,0.97,0.19,0.76,0.33,0.9,0.97,0.99,0.83,0.75,0.95,0.95,0,0.35,0.18,0.99,0.98,0.993,TRUE,Qualifying
080310037011,0.78,0.21,0,0.07,0.62,0.28,0.96,0.57,0,0.85,0,0.61,0.82,0,0.15,0.8,0.4,0.35,0.006,FALSE,Not Qualifying
080310037012,0.67,0,0,0.27,0.03,0.04,0,0.1,0,0.93,0,0,0.89,0,0.49,0.95,0.58,0.19,0.121,FALSE,Not Qualifying
080310037013,0.31,0.51,0.53,0.96,0.05,0.43,0,0.42,0,0.99,0.69,0,0.97,0.96,0.26,0.65,0.49,0.42,0.026,FALSE,Not Qualifying
080310041013,0.66,0.36,0.65,0.04,0.53,0.53,0.99,0.9,0,0.94,0,0.73,0.83,0.97,0.1,0.24,0.42,0.41,0.084,TRUE,Qualifying
080310041014,0.65,0.53,0.88,0.12,0.96,0.63,0.92,0.98,0.54,0,0,0,0.53,0,0.48,0.18,0.76,0.84,0.779,TRUE,Qualifying
080310041021,0.99,0.98,0.91,0.32,0.12,0.68,0.67,0.92,0.84,0.73,0.71,0.79,0.95,0.98,0.65,0.08,0.71,0.97,0.972,TRUE,Qualifying
080310041034,0.36,0.51,0.4,0.24,0.94,0.6,0.42,0.88,0,0,0,0,0,0,0.97,0.83,0,0.65,0,FALSE,Not Qualifying
080310041084,0.16,0.43,0,0.25,0.97,0.05,0.42,0.83,0,0.76,0,0.97,0.93,0,0.68,0.84,0.26,0.44,0.072,FALSE,Not Qualifying
080310041092,0.14,0,0,0.13,0.92,0.12,0.8,0.9,0.56,0,0,0,0,0,0.91,0.66,0.09,0.33,0,FALSE,Not Qualifying
080310041093,0,0,0,0,1,0,0.99,0.87,0,0,0,0,0.87,0,0.93,0.97,0.15,0.41,0.123,FALSE,Not Qualifying
080310041101,0.73,1,0.93,0.02,0.04,0.03,0,0.84,0.63,0.96,0,0,0,0.99,1,0.75,0.1,0.87,0,FALSE,Qualifying
080310041102,0.35,0.64,0,0.09,0.98,0.3,0.88,0.29,0,0.73,0.68,0.7,0.62,0,0.81,0.83,0.06,0.45,0.004,FALSE,Not Qualifying
080310041111,0.1,0.25,0,0.05,0.97,0.06,0.76,0.65,0,0.65,0,0.74,0.71,0,0.82,0.91,0.08,0.28,0,FALSE,Not Qualifying
080310042014,0.85,0.65,0,0.2,0.47,0.34,0.46,0.7,0,0.8,0,0,0.98,0.91,0.59,0.44,0.45,0.6,0.333,FALSE,Not Qualifying
080310042015,0,0.74,0,0.85,0.86,0.03,0.32,0.16,0.67,0,0,0,0.64,0,0.87,0.86,0.09,0.28,0.029,FALSE,Not Qualifying
080310042016,0.1,0.79,0,0.72,0.8,0,0.37,0.64,0.56,0,0,0,0,0,0.95,0.97,0.12,0.57,0.09,FALSE,Not Qualifying
080310044042,0.97,0.88,0.97,0.13,0.96,0.64,0.99,0.98,0.95,0.95,0,0.98,0.77,0,0.72,0.02,0.76,0.97,0.996,TRUE,Qualifying
080310044061,0.31,0.84,0.26,0.41,0.6,0.13,0.24,0.49,0.63,0.59,0,0,0.62,0,0.96,0.92,0.02,0.64,0,FALSE,Not Qualifying
080310044062,0.19,0,0,0.82,0,0.99,0,0.42,0,0.95,0,0,1,0,0.22,0.6,0.91,0.14,0.062,FALSE,Not Qualifying
080310044071,0.25,0.28,0,0.63,0.41,0.11,0.5,0.37,0,0,0,0,0,0,0.8,0.77,0.05,0.09,0.005,FALSE,Not Qualifying
080310044072,0.78,0.84,0.39,0.79,0.04,0.04,0,0.69,0.98,0.99,0,0,0,0,0.32,0.92,0.51,0.8,0.427,FALSE,Qualifying
080310044073,0.9,0,0.47,0.18,0.75,0.25,0.98,0.69,0.68,0.91,0,0,0.98,0.88,0.73,0.54,0.43,0.78,0.389,TRUE,Qualifying
080310048013,0.46,0,0.71,0.57,0.17,0.39,0,0.68,0.9,0,0,0,0.8,0,0.72,0.68,0.43,0.69,0.258,TRUE,Qualifying
080310055021,0.79,0.3,0.88,0.41,0.67,0.28,0.94,0.8,0.64,0.82,0,0.92,0.53,0.98,0.17,0.02,0.43,0.52,0.008,TRUE,Qualifying
080310055032,0.92,0.56,0.79,0.53,0.68,0.81,0.28,0.8,0,0.82,0,0.82,0.9,0.93,0.15,0.21,0.56,0.67,0.34,TRUE,Qualifying
080310055033,0.23,0.33,0.64,0.64,0.36,0.57,0.25,0.67,0,0,0,0,0,0,0.82,0.29,0.27,0.27,0.017,TRUE,Qualifying
080310068102,0.56,0.25,0,0.24,0.4,0.62,0.7,0.72,0.87,0.92,0,0.66,0.68,0,0.07,0.57,0.76,0.5,0.067,TRUE,Qualifying
080310068121,0.12,0.33,0.52,0.88,0.19,0.36,0,0.15,0.76,0.86,0,0,0.8,0,0.32,0.63,0.53,0.17,0,FALSE,Not Qualifying
080310068122,0.33,0.89,0,0.93,0.08,0.84,0.78,0.3,0.63,0.93,0.69,0,0,0,0.05,0.72,0.75,0.52,0.11,FALSE,Not Qualifying
080310068171,0.09,0,0.75,0.57,0.61,0.38,0.55,0.67,0.86,0,0,0,0,0,0.88,0.28,0.08,0.28,0.001,FALSE,Not Qualifying
080310069022,0.71,0,0.53,0.72,0.22,0.73,0.7,0.59,0.86,0.95,0,0,0.97,0.97,0.49,0.17,0.45,0.52,0.091,TRUE,Qualifying
080310069031,0.67,0.85,0.47,0.46,0.77,0.4,0.73,0.56,0.66,0.94,0,0.91,0.71,0.9,0.3,0.43,0.68,0.74,0.353,TRUE,Qualifying
080310069032,0.92,0.96,0.57,0.52,0.89,0,0.83,0.89,0.82,0.92,0,0,0,0,0.49,0.78,0.68,0.96,0,TRUE,Qualifying
080310070061,0.45,0.36,0.95,0,0.24,0.33,0,0.98,0.92,0.99,0,0.82,0.95,0,0.91,0.35,0.54,0.84,0.774,TRUE,Qualifying
080310070062,0.51,0.72,0.95,0.08,0.14,0.8,0,0.93,0.92,0.99,0,0.93,0.94,0,0.49,0.07,0.8,0.8,0.77,TRUE,Qualifying
080310070371,0.91,0.87,0.94,0.09,0.68,0.64,0.93,0.97,0.98,1,0,0.9,0.91,0,0.07,0.01,0.82,0.88,0.924,TRUE,Qualifying
080310070372,0.93,0.83,0.8,0.23,0.5,0.55,0.96,0.9,0.83,0.96,0,0.69,0.9,0,0.29,0.04,0.93,0.9,0.945,TRUE,Qualifying
080310070881,0.8,0.37,0.91,0.03,0.75,0.65,0.94,0.94,0,0.97,0,0.8,0.74,0,0.7,0.24,0.46,0.79,0.757,TRUE,Qualifying
080310070882,0.5,0.29,0.71,0,0.62,0.07,1,0.96,0.88,0.99,0,0.95,0.91,0,0.72,0.54,0.77,0.89,0.727,TRUE,Qualifying
080310070883,0.65,0.35,0.25,0.99,0,0.99,0,0.53,0.71,0.97,0,0,0.98,0.9,0.06,0.43,0.74,0.48,0.103,TRUE,Qualifying
080310070884,0.68,0.85,0,0.12,0.17,0.03,0.77,0.92,0.93,0.96,0,0.7,0.9,0,0.52,0.92,0.87,0.92,0.88,TRUE,Qualifying
080310070901,0.82,0.21,0.6,0.17,0.19,0.6,0.95,0.89,0.79,0.97,0,0.73,0.64,0,0.17,0.16,0.84,0.71,0.339,TRUE,Qualifying
080310070911,0.94,0,0.33,1,0,0.98,0,0.06,0,1,0,0,0,0,0.32,0.34,0.98,0.29,0.403,TRUE,Qualifying
080310070912,0.76,0.94,0.5,1,0,0.97,0,0.4,0.65,1,0.68,0,0.89,0,0.07,0.16,0.97,0.74,0.362,TRUE,Qualifying
080310070913,0.81,0.68,0.27,1,0,0.84,0,0.17,0,0.98,0,0,0.86,0,0.15,0.73,0.85,0.56,0.369,FALSE,Not Qualifying
080310083041,0.5,0.5,0.98,0.41,0.66,0.98,0.81,0.98,0.97,0,0.74,0.89,0,0,0.25,0.01,0.78,0.83,0.723,TRUE,Qualifying
080310083042,0.92,0.4,0.99,0.15,0.77,0.83,0.94,1,0.99,0,0,0.94,0,0,0.32,0,0.41,0.77,0.571,TRUE,Qualifying
080310083051,0.9,0.79,0.98,0.06,0.96,0.32,0.9,1,0.97,0,0.66,0.73,0.68,0,0.4,0.01,0.77,0.95,0.935,TRUE,Qualifying
080310083052,0.96,0.58,0.99,0.21,0.94,0.2,0.72,1,0.99,0,0,0.99,0,0,0.57,0.03,0.71,0.9,0.936,TRUE,Qualifying
080310083861,0.29,0.43,0.98,0.18,0.85,0.58,0.63,1,0.96,0,0,0.71,0,0,0.31,0.15,0.76,0.7,0.471,TRUE,Qualifying
080310083881,0.84,0,0.97,0.1,0.46,0.36,0.89,0.99,0.99,0.92,0,0.95,0.64,0,0.41,0,0.74,0.78,0.667,TRUE,Qualifying
080310083882,0,0.59,0.77,0,0,0.62,0,0.88,0.75,0.93,0,0,0,0,0.98,0.45,0.46,0.64,0.334,TRUE,Qualifying
080310083883,0.75,0.95,0.37,0.11,0.22,0.84,0.9,0.97,0.65,0.96,0,0,0.84,0,0.88,0.8,0.31,0.95,0.874,TRUE,Qualifying
080310083885,0.14,0.35,0.91,0.02,0.99,0.03,0.41,0.99,0.94,0,0,0.74,0,0,0.93,0.02,0.31,0.55,0.033,TRUE,Qualifying
080310083891,0.39,0.53,0.69,0.58,0.54,0.38,0.8,0.99,0.97,0.62,0,0.85,0,0,0.84,0.54,0.26,0.81,0.541,TRUE,Qualifying
080310083892,0.23,0.9,0.68,0.04,0.93,0.17,0.93,0.96,0.91,0,0,0.84,0,0,0.6,0.18,0.27,0.62,0.129,TRUE,Qualifying
080310083893,0.39,0.95,0.9,0.57,0.64,0.72,0.23,0.97,0.93,0,0,0.8,0.53,0,0.89,0.02,0.3,0.81,0.46,TRUE,Qualifying
080310083894,0,0.87,0.52,0,0.99,0.4,0,1,0,0,0,0.99,0,0,0.82,0.54,0.23,0.51,0.134,TRUE,Qualifying
080310083895,0.5,0.7,0.89,0.23,0.48,0.44,0.51,0.99,0.94,0,0,0.92,0.66,0,0.09,0.06,0.68,0.68,0.276,TRUE,Qualifying
080310083912,0,0.2,0.85,0.39,0.94,0.45,0.69,0.99,0.97,0,0,0.94,0,0,0.88,0.17,0.5,0.66,0.264,TRUE,Qualifying
080310119022,0.36,0.42,0.23,0.93,0.39,0.89,0.76,0.75,0,0.72,0,0,0,0,0.92,0.85,0.46,0.75,0.432,TRUE,Qualifying
080310119023,0.52,0.41,0.67,0.3,0.26,0.5,0.31,0.9,0,0.99,0,0,0.88,0,0.45,0.13,0.91,0.64,0.443,TRUE,Qualifying
080310119031,0.47,0.36,0.65,0.66,0.32,0.46,0.27,0.67,0.77,0,0,0,0.62,0,0.22,0.23,0.32,0.31,0.001,FALSE,Not Qualifying
080310119032,0.63,0.44,0.92,0.57,0.11,0.55,0,0.81,0.77,0.87,0,0,0.73,0,0.08,0.04,0.66,0.52,0.104,TRUE,Qualifying
080310120011,0.8,0.82,0.55,0.92,0.24,0.71,0.7,0.54,0.58,0.87,0,0,0.82,0,0.02,0.2,0.52,0.56,0.029,FALSE,Not Qualifying
080310120012,0.11,0.24,0.29,0.97,0.06,0.2,0,0.33,0,0.76,0.69,0,0,0,0.57,0.81,0.36,0.18,0.008,FALSE,Not Qualifying
080310120101,0,0.32,0.22,0.29,0.78,0.04,0,0.5,0.56,0.68,0,0,0,0,0.94,0.9,0.05,0.25,0.001,FALSE,Not Qualifying
080310120103,0,0,0,0.83,0.8,0.6,0.61,0.62,0,0,0.86,0,0,0,0.9,0.9,0.07,0.36,0.002,TRUE,Qualifying
080310120105,0.36,0.78,0,0.92,0.18,0,0,0.38,0,0.8,0,0,0,0,0.7,0.86,0.58,0.45,0.222,FALSE,Not Qualifying
080310120153,0.89,0.72,0.29,0.64,0.34,0.17,0.96,0.63,0.84,0.96,0,0.91,0.66,0,0.53,0.48,0.59,0.81,0.494,FALSE,Qualifying
080310154001,0.97,0,0.75,0.61,0.69,0.78,0.81,0.85,0,0.84,0,0,0.99,0,0.21,0.31,0.86,0.77,0.732,TRUE,Qualifying
080310154002,0.66,0.76,0.4,0.25,0.41,0.13,0.41,0.33,0,0.66,0,0,0.49,0.88,0.26,0.11,0.4,0.1,0.032,FALSE,Not Qualifying
080310154003,0.33,0.23,0.35,0.42,0.09,0.16,0,0.73,0,0,0,0,0.67,0,0.56,0.78,0.23,0.28,0.013,FALSE,Not Qualifying
080310154004,0.94,0.78,0.84,0.1,0.07,0.32,0,0.67,0.58,0.65,0,0,0.79,0.99,0.32,0.2,0.38,0.61,0.11,TRUE,Qualifying
080310154005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.9,0.21,0.523,FALSE,Not Qualifying
080310156002,0.75,0.6,0.96,0.1,0.76,0.1,0.95,1,1,0.8,0.83,0,0.9,0,0.32,0.56,0.46,0.94,0.983,TRUE,Qualifying
080310157001,0.75,0,1,0.17,0.51,0.98,0.85,0.96,0.84,0.93,0.72,0.98,1,0.96,0.61,0,0.91,0.92,0.895,TRUE,Qualifying
080310157002,0.96,0,0.94,0.43,0.1,0.08,0.55,0.88,0.81,0,0,0,0.71,0,0.21,0.22,0.63,0.7,0,TRUE,Qualifying
080310157003,0.26,0,0.67,0.63,0.78,0.65,0.86,0.78,0.85,0,0,0,0.91,0,0.46,0.59,0.32,0.61,0.122,TRUE,Qualifying
080310157004,0.95,0.95,0.93,0.27,0.23,0.65,0.95,0.91,0.97,0.98,0,0.95,0.75,0.97,0.86,0.44,0.63,0.98,0.996,TRUE,Qualifying
080310158001,0.76,0.62,0.6,0.12,0.8,0.7,0.97,0.96,0.61,0.85,0,0.81,0.84,0,0.18,0.17,0.75,0.78,0.438,TRUE,Qualifying
080330001001,0.66,0.29,0.43,0.95,0.11,0.56,0.28,0.56,0.98,0.63,0.98,0,0.75,0,0.35,0.7,0.35,0.75,0.312,TRUE,Qualifying
080330001002,0.83,0.68,0.59,0.87,0.17,0.32,0.52,0.36,0,0,0.8,0.82,0.45,0,0.16,0.59,0.9,0.76,0.521,FALSE,Qualifying
080330001003,0.4,0,0,0.98,0.43,0.93,0,0.02,0,0,0.95,0,0,0,0.85,0.99,0.93,0.65,0.418,FALSE,Not Qualifying
080350139041,0.71,0.5,0.83,0.13,0.65,0.11,0.87,0.61,0,0.78,0,0.94,0.54,0.89,0.5,0.05,0.61,0.52,0.137,TRUE,Qualifying
080350139042,0,0.81,0.2,0.55,0.52,0.6,0.82,0.27,0,0,0,0.62,0.51,0,0.25,0.67,0.39,0.1,0.002,FALSE,Not Qualifying
080350139043,0.46,0.25,0.59,0.29,0.25,0.32,0.96,0.63,0.74,0.95,0,0.84,0.86,0,0.61,0.37,0.54,0.61,0.076,FALSE,Not Qualifying
080350139051,0.4,0.51,0.35,0.42,0.16,0.11,0.46,0.66,0,0.99,0,0.81,0.95,0,0.75,0.82,0.7,0.73,0.368,TRUE,Qualifying
080350139052,0.2,0.6,0.26,0.28,0.65,0.5,0.46,0.04,0,0,0,0,0,0,0.67,0.61,0.12,0.04,0,FALSE,Not Qualifying
080350139053,0,0.2,0.77,0.58,0.87,0.76,0,0.04,0,0,0.73,0.77,0.67,0,0.7,0.33,0.1,0.06,0,FALSE,Not Qualifying
080350139054,0.6,0.92,0.85,0.8,0.19,0.27,0.9,0.56,0,0.99,0,0,0.82,0,0.26,0.08,0.84,0.63,0.386,TRUE,Qualifying
080350139071,0.13,0.3,0.55,0.51,0.78,0.33,0.49,0.49,0,0,0,0,0,0,0.73,0.81,0.23,0.32,0,FALSE,Not Qualifying
080350139072,0.2,0.42,0.31,0.15,0.93,0.13,0.24,0.47,0,0.76,0,0.75,0,0,0.69,0.65,0.1,0.12,0,FALSE,Not Qualifying
080350139073,0.77,0.95,0.44,0.47,0.27,0.55,0.85,0.42,0,0,0,0,0.96,0,0.34,0.69,0.47,0.69,0.367,FALSE,Not Qualifying
080350139074,0.11,0,0.52,0.26,0.2,0.32,0.41,0.62,0,0.97,0,0.67,0.57,0,0.63,0.61,0.49,0.23,0.018,FALSE,Not Qualifying
080350139091,0.3,0.29,0.58,0.85,0.54,0.36,0.46,0.27,0.56,0,0,0,0,0,0.75,0.48,0.26,0.29,0.001,FALSE,Not Qualifying
080350139092,0.19,0.67,0.35,0.73,0.43,0.52,0.24,0.43,0,0.59,0.77,0,0.59,0,0.71,0.31,0.13,0.26,0,FALSE,Not Qualifying
080350139093,0.51,0.98,0.43,0.98,0.09,0.29,0,0.04,0,0,0,0,0.82,0,0.8,0.81,0.18,0.46,0.139,FALSE,Not Qualifying
080350139101,0.1,0.67,0.41,0.21,0.91,0.08,0.64,0.15,0,0,0,0,0,0,0.94,0.47,0.04,0.08,0,FALSE,Not Qualifying
080350139102,0,0,0,0.16,0.85,0.03,0.35,0.62,0.57,0,0,0,0,0,0.81,0.76,0.12,0.11,0,FALSE,Not Qualifying
080350139103,0.24,0.69,0.53,0.51,0.81,0.38,0.67,0.2,0,0.6,0,0,0,0,0.77,0.55,0.13,0.22,0.004,FALSE,Not Qualifying
080350139111,0.21,0.29,0.61,0.86,0.13,0.63,0,0.8,0.69,0,0,0,0,0,0.86,0.29,0.12,0.37,0.033,FALSE,Not Qualifying
080350139112,0.11,0.28,0,0.68,0.75,0.31,0.45,0.06,0,0,0,0,0,0,0.92,0.86,0.09,0.07,0,FALSE,Not Qualifying
080350139113,0,0,0.54,0.1,0.92,0.03,0.52,0.82,0,0,0,0,0,0,0.9,0.66,0.17,0.26,0.002,TRUE,Qualifying
080350139114,0.22,0.36,0,0.2,0.22,0.13,0.49,0.18,0,0,0,0,0,0,0.97,0.92,0.02,0.09,0.017,FALSE,Not Qualifying
080350139115,0.31,0.3,0,0.18,0.97,0.42,0.77,0.21,0,0,0,0,0,0,0.93,0.91,0.07,0.21,0.001,FALSE,Not Qualifying
080350139121,0,0,0.85,0.3,0.12,0.2,0.97,0.93,0.94,0.97,0,0.94,0,0,0.97,0.24,0.37,0.51,0.21,FALSE,Not Qualifying
080350139122,0,0.61,0.81,0.92,0.07,0.36,0.28,0.67,0.86,0,0,0,0,0,0.89,0.12,0.05,0.3,0.01,FALSE,Not Qualifying
080350139123,0.62,0,0.3,0.82,0.44,0.68,0.53,0.2,0.62,0,0,0,0,0,0.36,0.32,0.32,0.09,0.001,FALSE,Not Qualifying
080350139124,0.43,0.36,0.29,0.09,0.89,0.17,0.26,0.16,0.67,0,0,0,0.84,0,0.91,0.58,0.06,0.28,0.001,FALSE,Not Qualifying
080350139125,0.38,0.23,0.96,0.21,0.06,0.18,0.31,0.72,0.98,0.99,0,0,0.76,0,0.63,0.06,0.54,0.53,0.089,FALSE,Not Qualifying
080350139131,0.18,0,0.34,0.72,0.5,0.16,0,0.31,0.61,0,0,0,0.71,0,0.83,0.95,0.17,0.32,0.018,FALSE,Not Qualifying
080350139132,0.81,0,0.2,0.49,0.53,0.51,0,0.16,0,0,0,0.92,0.73,0.82,0.72,0.82,0.07,0.24,0.028,FALSE,Not Qualifying
080350139141,0,0.52,0.54,0.64,0.19,0.63,0,0.47,0.55,0,0,0,0,0,0.89,0.62,0.05,0.25,0,FALSE,Not Qualifying
080350139142,0,0.71,0,0.64,0.55,0.24,0.55,0.07,0,0.71,0,0.67,0,0,0.77,0.86,0.12,0.07,0,FALSE,Not Qualifying
080350139151,0.19,0.31,0.28,0.5,0.53,0.28,0,0.13,0,0,0,0,0,0,0.83,0.68,0.1,0.04,0,FALSE,Not Qualifying
080350139152,0,0,0,0.8,0.03,0.1,0,0.56,0,0,0,0,0,0,0.84,0.85,0.41,0.12,0.056,FALSE,Not Qualifying
080350139153,0,0.52,0.46,0.44,0.35,0.17,0.75,0.63,0,0,0,0,0,0,0.55,0.96,0.24,0.32,0.061,FALSE,Not Qualifying
080350140051,0.14,0.42,0.45,0.2,0.8,0.06,0.44,0.52,0.7,0.56,0,0,0.55,0,0.82,0.75,0.05,0.41,0,FALSE,Not Qualifying
080350140052,0.51,0.43,0,0.2,0.65,0.09,0.91,0.37,0,0.77,0,0,0.61,0,0.2,0.78,0.36,0.16,0,FALSE,Not Qualifying
080350140061,0,0.42,0.37,0.34,0.94,0.31,0.46,0.35,0.67,0,0,0,0.48,0,0.73,0.75,0.14,0.27,0,FALSE,Not Qualifying
080350140062,0.14,0.49,0.23,0.29,0.56,0.3,0,0.55,0.63,0,0,0.86,0,0,0.83,0.71,0.04,0.26,0,FALSE,Not Qualifying
080350140063,0.24,0.76,0.51,0.2,0.94,0.12,0,0.56,0.69,0,0,0,0,0,0.73,0.74,0.07,0.47,0.001,FALSE,Not Qualifying
080350140071,0.4,0.9,0.69,0.12,0.09,0.6,0.8,0.81,0.8,0.99,0,0.75,0.99,0,0.15,0.66,0.85,0.82,0.587,TRUE,Qualifying
080350140072,0.13,0.26,0.2,0.47,0.59,0.73,0.66,0.43,0.63,0,0,0,0.6,0.85,0.81,0.56,0.21,0.31,0.001,FALSE,Not Qualifying
080350140073,0.28,0.9,0.41,0.15,0.18,0.13,0.25,0.88,0.75,0.95,0,0.82,0.48,0,0.46,0.77,0.45,0.7,0.048,TRUE,Qualifying
080350140081,0.28,0.6,0,0.32,0.37,0.26,0,0.41,0,0,0,0,0,0,0.95,0.94,0.03,0.24,0.038,FALSE,Not Qualifying
080350140082,0,0.38,0.27,0.23,0.88,0.03,0.24,0.18,0.64,0,0,0,0,0,0.7,0.93,0.16,0.13,0,FALSE,Not Qualifying
080350140083,0.15,0.63,0,0.46,0.58,0.23,0.36,0.3,0.82,0,0,0,0.68,0,0.83,0.98,0.13,0.44,0.003,FALSE,Not Qualifying
080350140084,0.11,0.5,0.2,0.15,0.95,0.32,0.44,0.58,0,0.6,0,0,0.58,0,0.88,0.97,0.1,0.43,0,FALSE,Not Qualifying
080350140085,0.61,0.44,0,0.04,0.32,0,0.59,0.44,0,0,0,0,0.93,0,0.96,0.97,0.04,0.49,0.125,FALSE,Not Qualifying
080350140086,0.35,0.39,0,0.04,0.87,0.09,0.34,0.8,0,0,0,0,0,0,0.9,0.99,0.07,0.46,0.121,FALSE,Not Qualifying
080350140087,0.21,0.47,0.66,0.05,0.82,0.15,0.61,0.75,0,0.93,0,0,0.68,0,0.57,0.7,0.51,0.58,0.147,FALSE,Not Qualifying
080350140091,0,0.58,0.56,0.08,0.9,0.13,0.66,0.59,0.68,0,0,0.83,0,0,0.73,0.43,0.17,0.27,0,FALSE,Not Qualifying
080350140092,0.35,0.55,0.28,0.37,0.67,0.34,0.63,0.63,0,0,0,0,0.49,0,0.54,0.69,0.24,0.39,0,FALSE,Not Qualifying
080350140101,0.44,0.85,0.49,0.34,0.83,0.23,0.82,0.4,0,0.73,0,0.94,0.68,0,0.28,0.49,0.37,0.35,0.069,FALSE,Not Qualifying
080350140102,0.8,0.45,0.32,0.08,0.62,0.05,0.82,0.75,0.78,0.98,0,0.87,0,0,0.28,0.52,0.51,0.61,0.116,TRUE,Qualifying
080350140103,0.09,0,0,0.18,0.82,0.23,0.56,0.5,0,0,0,0,0,0,0.71,0.83,0.12,0.06,0,FALSE,Not Qualifying
080350140111,0.1,0.53,0.25,0.05,0.93,0.05,0.37,0.48,0,0,0,0.6,0,0,0.98,0.88,0.01,0.26,0,FALSE,Not Qualifying
080350140112,0.44,0.55,0.64,0.83,0.06,0.82,0.44,0.5,0.85,0.94,0,0.91,0.88,0.86,0.37,0.69,0.49,0.69,0.173,FALSE,Not Qualifying
080350140113,0.48,0,0.26,0.23,0.96,0.1,0.24,0.61,0.74,0,0,0,0,0,0.92,0.92,0.04,0.52,0.005,FALSE,Not Qualifying
080350140131,0,0,0,0.13,0.87,0,0.35,0.15,0,0,0,0,0,0,0.94,0.88,0.07,0.02,0,FALSE,Not Qualifying
080350140132,0.46,0,0.18,0.27,0.77,0.09,0,0.48,0.64,0,0,0,0,0.82,0.99,0.7,0,0.27,0,FALSE,Not Qualifying
080350140133,0,0.75,0,0.4,0.67,0.18,0,0.52,0,0,0,0,0,0,0.97,0.99,0.02,0.27,0.043,FALSE,Not Qualifying
080350140134,0.5,0,0,0.33,0.81,0.03,0.23,0.47,0.63,0,0,0,0,0,0.84,0.72,0.02,0.21,0,FALSE,Not Qualifying
080350140135,0,0.39,0.22,0.34,0.9,0.44,0.54,0.35,0.57,0,0,0,0.58,0,0.74,0.85,0.15,0.29,0,FALSE,Not Qualifying
080350140136,0,0.38,0.28,0.13,0.97,0.05,0,0.34,0,0,0,0,0,0,0.89,0.43,0.08,0.02,0,FALSE,Not Qualifying
080350140141,0.1,0.41,0.7,0.29,0.93,0.02,0.48,0.63,0.89,0.79,0,0.72,0,0,0.62,0.65,0.29,0.48,0.001,FALSE,Not Qualifying
